timestamp,sensor,label,valor
1782320837630,acc_x,A,-0.22517498
1782320837630,acc_y,A,2.7032976
1782320837630,acc_z,A,9.021372
1782320837630,acc_x,A,-0.27188683
1782320837630,acc_y,A,2.4194334
1782320837630,acc_z,A,9.113598
1782320837631,gyr_x,A,0.088419646
1782320837631,gyr_y,A,0.17137964
1782320837631,gyr_z,A,0.8808674
1782320837631,gyr_x,A,-0.10506491
1782320837631,gyr_y,A,0.15526703
1782320837631,gyr_z,A,1.0253483
1782320837631,mag_x,A,30.73125
1782320837631,mag_y,A,-11.981251
1782320837631,mag_z,A,-43.93125
1782320837632,mag_x,A,31.125002
1782320837632,mag_y,A,-12.618751
1782320837632,mag_z,A,-43.93125
1782320837632,mag_x,A,30.937502
1782320837632,mag_y,A,-13.275001
1782320837632,mag_z,A,-44.362503
1782320837632,rot_x,A,0.061251406
1782320837632,rot_y,A,0.08329262
1782320837632,rot_z,A,0.7197679
1782320837632,rot_w,A,0.6864728
1782320837632,rot_accuracy,A,1.0471976
1782320837633,rot_x,A,0.061359696
1782320837633,rot_y,A,0.08456368
1782320837633,rot_z,A,0.7257872
1782320837633,rot_w,A,0.67993885
1782320837633,rot_accuracy,A,1.0471976
1782320837789,acc_x,A,-0.026350264
1782320837789,acc_y,A,2.3236141
1782320837789,acc_z,A,9.111202
1782320837790,acc_x,A,-0.08623723
1782320837790,acc_y,A,2.3487668
1782320837790,acc_z,A,9.030954
1782320837790,gyr_x,A,-0.15633233
1782320837790,gyr_y,A,0.21518998
1782320837790,gyr_z,A,0.9624958
1782320837791,gyr_x,A,-0.08296
1782320837791,gyr_y,A,0.20067531
1782320837791,gyr_z,A,0.8997764
1782320837791,rot_x,A,0.060388017
1782320837791,rot_y,A,0.08422574
1782320837791,rot_z,A,0.7328681
1782320837791,rot_w,A,0.6724312
1782320837791,rot_accuracy,A,1.0471976
1782320837792,rot_x,A,0.0585812
1782320837792,rot_y,A,0.08394392
1782320837792,rot_z,A,0.73952335
1782320837792,rot_w,A,0.6653021
1782320837792,rot_accuracy,A,1.0471976
1782320837792,mag_x,A,30.618752
1782320837792,mag_y,A,-13.9125
1782320837792,mag_z,A,-44.193752
1782320837793,mag_x,A,30.993752
1782320837793,mag_y,A,-14.700001
1782320837793,mag_z,A,-44.34375
1782320837793,mag_x,A,31.10625
1782320837793,mag_y,A,-15.337501
1782320837793,mag_z,A,-44.175003
1782320837794,acc_x,A,-0.122169405
1782320837794,acc_y,A,2.4110491
1782320837794,acc_z,A,8.978253
1782320837794,acc_x,A,-0.0035932178
1782320837794,acc_y,A,2.5499868
1782320837794,acc_z,A,8.909983
1782320837794,gyr_x,A,0.009720835
1782320837794,gyr_y,A,0.16884956
1782320837794,gyr_z,A,0.9326675
1782320837795,gyr_x,A,0.04460931
1782320837795,gyr_y,A,0.17510818
1782320837795,gyr_z,A,0.9909925
