timestamp	distance_cm	rssi_dbm
2026-06-24T19:07:22.885643	37.0	-64.5
2026-06-24T19:07:22.885872	36.0	-64.5
2026-06-24T19:07:22.885955	37.0	-64.5
2026-06-24T19:07:22.886033	38.0	-63.5
2026-06-24T19:07:22.886120	36.0	-64.5
2026-06-24T19:07:22.886193	35.0	-65.5
2026-06-24T19:07:22.886266	35.0	-66.0
2026-06-24T19:07:22.886337	39.0	-66.0
2026-06-24T19:07:22.886403	37.0	-66.0
2026-06-24T19:07:22.886471	37.0	-65.0
2026-06-24T19:07:22.886538	35.0	-65.5
2026-06-24T19:07:31.944333	45.0	-63.5
2026-06-24T19:07:31.944477	44.0	-65.0
2026-06-24T19:07:31.944552	45.0	-70.5
2026-06-24T19:07:31.944628	45.0	-68.0
2026-06-24T19:07:31.944699	50.0	-68.0
2026-06-24T19:07:31.944767	36.0	-68.5
2026-06-24T19:07:31.944838	43.0	-68.5
2026-06-24T19:07:31.944907	42.0	-70.0
2026-06-24T19:07:31.944980	44.0	-66.5
2026-06-24T19:07:31.945051	33.0	-76.0
2026-06-24T19:07:41.003381	40.0	-58.0
2026-06-24T19:07:41.003504	40.0	-58.0
2026-06-24T19:07:41.003580	38.0	-59.0
2026-06-24T19:07:41.003653	40.0	-58.5
2026-06-24T19:07:41.003732	40.0	-59.0
2026-06-24T19:07:41.003874	39.0	-61.5
2026-06-24T19:07:41.003948	37.0	-61.5
2026-06-24T19:07:41.004018	37.0	-60.5
2026-06-24T19:07:41.004086	42.0	-60.0
2026-06-24T19:07:41.004153	39.0	-63.0
2026-06-24T19:07:50.045357	35.0	-60.0
2026-06-24T19:07:50.045478	36.0	-59.5
2026-06-24T19:07:50.045562	35.0	-60.0
2026-06-24T19:07:50.045633	40.0	-59.0
2026-06-24T19:07:50.045702	37.0	-59.0
2026-06-24T19:07:50.045768	34.0	-60.0
2026-06-24T19:07:50.045834	37.0	-58.5
2026-06-24T19:07:50.045901	34.0	-58.5
2026-06-24T19:07:50.045969	37.0	-59.0
2026-06-24T19:07:50.046037	38.0	-59.0
2026-06-24T19:07:59.091065	33.0	-68.0
2026-06-24T19:07:59.091188	42.0	-68.0
2026-06-24T19:07:59.091262	49.0	-66.0
2026-06-24T19:07:59.091334	42.0	-63.0
2026-06-24T19:07:59.091405	40.0	-62.5
2026-06-24T19:07:59.091487	36.0	-65.5
2026-06-24T19:07:59.091560	38.0	-63.5
2026-06-24T19:07:59.091630	38.0	-61.0
2026-06-24T19:07:59.091698	39.0	-61.5
2026-06-24T19:07:59.091932	40.0	-61.0
2026-06-24T19:08:08.156970	105.0	-81.5
2026-06-24T19:08:08.157104	145.0	-73.5
2026-06-24T19:08:08.157180	141.0	-82.0
2026-06-24T19:08:08.157250	163.0	-76.0
2026-06-24T19:08:08.157317	173.0	-76.0
2026-06-24T19:08:08.157385	198.0	-76.0
2026-06-24T19:08:08.157453	181.0	-79.0
2026-06-24T19:08:08.157522	149.0	-79.5
2026-06-24T19:08:08.157591	117.0	-79.5
2026-06-24T19:08:08.157661	104.0	-79.5
2026-06-24T19:08:17.179015	133.0	-76.0
2026-06-24T19:08:17.179141	178.0	-75.0
2026-06-24T19:08:17.179225	175.0	-75.0
2026-06-24T19:08:17.179297	172.0	-75.5
2026-06-24T19:08:17.179379	154.0	-76.0
2026-06-24T19:08:17.179447	182.0	-76.0
2026-06-24T19:08:17.179524	174.0	-77.0
2026-06-24T19:08:17.179591	176.0	-76.0
2026-06-24T19:08:26.221064	156.0	-75.5
2026-06-24T19:08:26.221200	134.0	-76.5
2026-06-24T19:08:26.221277	127.0	-76.5
2026-06-24T19:08:26.221351	152.0	-75.5
