timestamp,sensor,label,valor
1779095794865,mag_x,0,-1721.0438
1779095794865,mag_y,0,-228.99376
1779095794865,mag_z,0,-418.36877
1779095794866,mag_x,0,-1719.675
1779095794866,mag_y,0,-229.03127
1779095794866,mag_z,0,-431.49377
1779095794866,mag_x,0,-1719.2626
1779095794866,mag_y,0,-229.35
1779095794866,mag_z,0,-432.43127
1779095794867,acc_x,0,-3.0494442
1779095794867,acc_y,0,2.6014898
1779095794867,acc_z,0,8.670435
1779095794868,acc_x,0,-3.1488566
1779095794868,acc_y,0,2.4002695
1779095794868,acc_z,0,8.938728
1779095794868,gyr_x,0,-0.12370761
1779095794868,gyr_y,0,-0.017044751
1779095794868,gyr_z,0,-0.22797355
1779095794869,gyr_x,0,-0.1328958
1779095794869,gyr_y,0,-0.01571313
1779095794869,gyr_z,0,-0.287497
1779095794870,rot_x,0,0.010136274
1779095794870,rot_y,0,0.19502532
1779095794870,rot_z,0,0.4467253
1779095794870,rot_w,0,0.8730973
1779095794870,rot_accuracy,0,1.5707964
1779095794871,rot_x,0,0.008698638
1779095794871,rot_y,0,0.19435237
1779095794871,rot_z,0,0.4449822
1779095794871,rot_w,0,0.87415236
1779095794871,rot_accuracy,0,1.5707964
1779095794872,acc_x,0,-3.3416927
1779095794872,acc_y,0,2.0637047
1779095794872,acc_z,0,8.971067
1779095794872,acc_x,0,-3.2853987
1779095794872,acc_y,0,2.1116142
1779095794872,acc_z,0,8.945914
1779095794873,gyr_x,0,0.019841155
1779095794873,gyr_y,0,-0.09920578
1779095794873,gyr_z,0,-0.3546107
1779095794873,gyr_x,0,0.18616064
1779095794873,gyr_y,0,-0.14567935
1779095794873,gyr_z,0,-0.3641984
1779095794874,rot_x,0,0.0070576947
1779095794874,rot_y,0,0.19365278
1779095794874,rot_z,0,0.44273525
1779095794874,rot_w,0,0.87546235
1779095794874,rot_accuracy,0,1.5707964
1779095794875,rot_x,0,0.0069928365
1779095794875,rot_y,0,0.19290283
1779095794875,rot_z,0,0.43959656
1779095794875,rot_w,0,0.87720835
1779095794875,rot_accuracy,0,1.5707964
1779095794876,mag_x,0,-1719.8813
1779095794876,mag_y,0,-229.25626
1779095794876,mag_z,0,-425.19376
1779095794877,mag_x,0,-1719.3938
1779095794877,mag_y,0,-228.63751
